SKU,Description,Location,Warehouse Fixed,Pick Mode,Nr of Picks
ASM4022_704_75921-LF,CBT GUIDE ASSY,D0701,A0000N,Unknown,11
ASM4022_704_77901-LF,TRAFO MOUNTING PLATE WA MK2,D1002,A0000N,Unknown,7
ASM4022_704_78132-LF,MD AOIR MID FLANGE ASSY,G1303,A0000N,Unknown,6
ASM4022_704_81251-LF,AMDC RPS LO S MK2,E2004,A0000N,Unknown,7
ASM4022_704_81541-LF,AMDC RPS BRACKET L SA,D1201,A0000N,Unknown,7
ASM4022_704_94141-LF,CFTB 126TE-1HE DOWNFLOW,EZKE,A0000N,Unknown,5
ASM4022_704_94151-LF,CFTB 84TE-2HE DOWNFLOW,EZKE,A0000N,Unknown,60
ASM4022_704_94161-LF,FADU 126TE-2HE DOWNFLOW,EZKE,A0000N,Unknown,8
ASM4022_704_94171-LF,TADU 126TE-1HE UPFLOW,EZKE,A0000N,Unknown,7
ASM4022_704_94181-LF,TADU 84TE-1HE DOWNFLOW,EZKE,A0000N,Unknown,62
ASM4022_704_94191-LF,CCDB 84TE-1HE REARFLOW,EZKE,A0000N,Unknown,49
ASM4022_704_94201-LF,CCDB 84TE-1HE DOWNFLOW,EZKE,A0000N,Unknown,12
ASM4022_706_19241-LF,EXE EL BOFC OICC CA,H0601,A0000N,Unknown,3
ASM4022_711_03601-LF,HRIB COVER ASSY,EZKE,A0000N,Unknown,0
ASM4022_711_10101-LF,MDPC1 TOP CONNECTOR PLATE SEAL,F1904,A0000N,Unknown,46
ASM4022_711_10112-LF,MDPC1 BOTTOM ASSY,EZKE,A0000N,Unknown,43
ASM4022_711_10182-V01,MDPC1 TOP CONN PLATE SUB ASSY,E1201,A0000N,Unknown,43
ASM4022_711_10241-LF,MDPC1 TOP CONN PE RAIL,G1803,A0000N,Unknown,46
ASM4022_711_10572-LF,MDPC1 K2 BB3 BUSBAR L3,D1804,A0000N,Unknown,40
ASM4022_711_10951-LF,MDPC1 DOOR HANDLE ASSY,G0103,A0000N,Unknown,37
ASM4022_711_16011-LF,LCTU PWR CON BOX COVER,F0703,A0000N,Unknown,0
ASM4022_711_16021-LF,LCTU PWR CON BOX ASSY,F0803,A0000N,Unknown,22
ASM4022_711_19421-LF,HRIB ROOF,EZKE,A0000N,Unknown,0
ASM4022_711_21441-LF,MD F51 230V CBBA TCPA CBL,J1902,A0000N,Unknown,0
ASM4022_711_21461-LF,MD DIAG CBTA TCPA CBL,J0502,A0000N,Unknown,0
ASM4022_711_21621-LF,MD F52-1 230V CBBA TCPA CBL,J1902,A0000N,Unknown,0
ASM4022_711_21751-LF,MD F50-3 400V CBBA TCPA CBL,D0901,A0000N,Unknown,0
ASM4022_711_38021-LF,MDRC DIN RAIL LOWER ASSY,D1503,A0000N,Unknown,0
ASM4022_711_42221-LF,MDRC DIN RAIL UPPER ASSY,F1802,A0000N,Unknown,0
ASM4022_711_51171-LF,126TE STRAIN RELIEF SUPPORT,E1003,A0000N,Unknown,0
ASM4022_711_51211-LF,MDRC CBMA DIN RAIL BOT ASSY,G1302,A0000N,Unknown,0
ASM4022_711_53691-LF,CP CANOPY WELD ASSY,EZKE,A0000N,Unknown,0
ASM4022_711_53721-LF,ADAPTOR PLATE ASSY,EZKE,A0000N,Unknown,46
ASM4022_711_56351-LF,EXE SH BSHB,EZKE,A0000N,Unknown,2
ASM4022_711_85851-LF,MDPC1 BRACKET DIN 6 ASSY,G1503,A0000N,Unknown,40
ASM4022_711_85871-LF,MDPC1 BRACKET DIN 7 ASSY,G1003,A0000N,Unknown,40
ASM4022_711_86021-LF,MDPC1 BRACKET PE1 ASSY,G1003,A0000N,Unknown,43
ASM4022_711_86062-LF,MDPC1 BRACKET Q1 ASSY,E1703,A0000N,Unknown,37
ASM4022_711_86152-LF,MDPC1 BRACKET Q60 SUB ASSY,G1002,A0000N,Unknown,37
ASM4022_711_86171-LF,MDPC1 BRACKET 1Q2 SUB ASSY,G1003,A0000N,Unknown,37
ASM4022_711_86211-LF,MPDC1 BRACKET UPS LEFT ASSY,G1103,A0000N,Unknown,40
ASM4022_711_86221-LF,MDPC1 BRACKET UPS RIGHT ASSY,G1103,A0000N,Unknown,40
ASM4022_711_86301-LF,MDPC1 CABLE BRACKET 1,G1803,A0000N,Unknown,0
ASM4022_711_86322-LF,MDPC1 COVER 1 WINDOW,G1503,A0000N,Unknown,0
ASM4022_711_86325-LF,MDPC1 COVER 1 WINDOW,E0705,A0000N,Unknown,36
ASM4022_711_86331-LF,MDPC1 SIDE MOUNTING COVERS R,LZKL,A0000N,Unknown,0
ASM4022_711_86405-LF,MDPC1 COVER 8 WINDOW,E0705,A0000N,Unknown,37
ASM4022_711_86411-LF,MDPC1 AIR DIVIDER ASSY,G0803,A0000N,Unknown,37
ASM4022_711_86462-LF,MDPC1 EMC COVER 1,E1002,A0000N,Unknown,37
ASM4022_711_86472-LF,MDPC1 EMC COVER 2,G1703,A0000N,Unknown,37
ASM4022_711_86482-LF,MDPC1 EMC COVER 3,F0802,A0000N,Unknown,37
ASM4022_711_86621-LF,MDPC1 SIDE MOUNTING COVER L,LZKL,A0000N,Unknown,0
ASM4022_711_86701-LF,MDPC1 DIN RAIL L=675MM,G1803,A0000N,Unknown,119
ASM4022_711_86752-LF,MDPC1 TRANS HANDLE L = 420.5MM,F0403,A0000N,Unknown,37
ASM4022_711_90412-LF,EXE SERC2 TOP FLOW BLCK MONO,G0603,A0000N,Unknown,9
ASM4022_711_97902-LF,DCDB ENCLOSURE ASSY,D1603,A0000N,Unknown,12
ASM4022_711_99101-LF,CP CANOPY WELD ASSY,HZKH,A0000N,Unknown,46
ASM4022_711_99821-P,GENERIC SOIU MK2.0,I1902,A0000N,Unknown,3
ASM4022_712_01972-LF,GUIDE RAIL FIXED WELD ASSY,G1101,A0000N,Unknown,2
ASM4022_712_02022-LF,EXE EL BOFC ECHAIN ASSY,EZKE,A0000N,Unknown,2
ASM4022_712_03181-LF,SERC FLOWBLOCKER FRONT OPEN,F1703,A0000N,Unknown,8
ASM4022_712_07261-LF,EXE5200 SERC2 CP2 BASE-ASSY,E1702,A0000N,Unknown,9
ASM4022_712_11962-LF,OICC GUIDE RAIL-FIXED WLD ASSY,H0001,A0000N,Unknown,1
ASM4022_712_12021-LF,EXE EI GUIDE FRAME,E0402,A0000N,Unknown,3
ASM4022_712_12101-LF,BASE FRAME SLIDER ASSY,D0902,A0000N,Unknown,3
ASM4022_712_67541-P,MAN ASW 48P MK4.2 UNIT ASWU,EZKE,A0000N,Unknown,3
ASM4022_712_81061-LF,NXE3800 SERC2 CP1 BASE-ASSY,F1002,A0000N,Unknown,38
ASM4022_716_02451-LF,WIRE DUCT 30X25 1455MM,E0002,A0000N,Unknown,40
ASM4022_716_02461-LF,WIRE DUCT 80X80 1360MM,E0102,A0000N,Unknown,40
ASM4022_716_02481-LF,MDPC1 DIN RAIL HIGH 675MM,F0602,A0000N,Unknown,47
ASM4022_716_02501-LF,MDPC1 WIRE DUCT 60X40 625MM,E0102,A0000N,Unknown,43
ASM4022_716_05151-LF,48V POWER DISTRIBUTION BOX,G0202,A0000N,Unknown,3
ASM4022_716_10102-LF,MDPC1 COVER 8 SUB ASSY,G0901,A0000N,Unknown,37
ASM4022_716_10121-LF,MDPC1 COVER 7 SUB ASSY,H0502,A0000N,Unknown,37
ASM4022_716_10141-LF,MDPC1 COVER 6 SUB ASSY,F1603,A0000N,Unknown,37
ASM4022_716_10161-LF,MDPC1 COVER 5 SUB ASSY,H0602,A0000N,Unknown,37
ASM4022_716_10181-LF,MDPC1 COVER 4 SUB ASSY,G1602,A0000N,Unknown,37
ASM4022_716_10201-LF,MDPC1 COVER 3 SUB ASSY,F1603,A0000N,Unknown,37
ASM4022_716_10221-LF,MPDC1 COVER 2 SUB ASSY,G1002,A0000N,Unknown,37
ASM4022_716_10242-LF,MDPC1 COVER 1 WELD ASSY,G0601,A0000N,Unknown,36
ASM4022_716_10271-LF,MDPC1 SIDE MNTING COVER L ASSY,LZKL,A0000N,Unknown,37
ASM4022_716_10291-LF,MDPC1 SIDE MNTING COVER R ASSY,LZKL,A0000N,Unknown,37
ASM4022_716_15402-LF,MDPC1 Q1 BB2 FLEX BUSBAR N,D1704,A0000N,Unknown,40
ASM4022_716_15551-LF,WIRE DUCT 30X25 657MM,E0202,A0000N,Unknown,40
ASM4022_716_15561-LF,WIRE DUCT 40X40 657MM,E0102,A0000N,Unknown,82
ASM4022_716_15571-LF,WIRE DUCT 45X67 682MM,E0202,A0000N,Unknown,40
ASM4022_716_15581-LF,WIRE DUCT 60X25 682MM,E0102,A0000N,Unknown,42
ASM4022_716_15591-LF,WIRE DUCT 80X80 682MM,E0202,A0000N,Unknown,43
ASM4022_716_17821-P,EI EMCB-T CONN BOX PE CBL ASSY,EZKE,A0000N,Unknown,2
ASM4022_716_18641-LF,WH PAS WHR ETHERNET BOX ASSY,E1101,A0000N,Unknown,0
ASM4022_716_43911-LF,DOOR HANDLE ASSY,E0603,A0000N,Unknown,0
ASM4022_716_43941-LF,GUTTER W40 H1800,LZKL,A0000N,Unknown,46
ASM4022_716_44131-LF,CP GASKET 38HE W600 D1200 FRAM,D0904,A0000N,Unknown,44
ASM4022_716_47001-LF,MONO CP GASKET 38 HE W800 D900,H0402,A0000N,Unknown,5
ASM4022_716_76571-P,VSRSR MK2,I1602,A0000N,Unknown,8
ASM4022_716_84661-P,MDPC1 MK2 BOTTOM ASSY,EZKE,A0000N,Unknown,3
ASM4022_716_84711-LF,MDPC1 MK2 CUSTM RITTAL PLATE 2,D1603,A0000N,Unknown,3
ASM4022_716_84991-LF,MDPC1 MK2 CUSTM RITTAL PLATE 4,G0502,A0000N,Unknown,3
ASM4022_716_90901-LF,MDPC1 MK2 COVER 1 WELD ASSY,F0902,A0000N,Unknown,3
ASM4022_716_90961-LF,WIRE DUCT 60X60 1600MM,A1501,A0000N,Unknown,4
ASM4022_716_91051-LF,MDPC1 MK2 COVER 2 SUB ASSY,G1802,A0000N,Unknown,3
ASM4022_716_91081-LF,MDPC1 MK2 COVER 3 WELD ASSY,F0702,A0000N,Unknown,3
ASM4022_716_91111-LF,MDPC1 MK2 COVER 4 SUB ASSY,G1602,A0000N,Unknown,3
ASM4022_716_91131-LF,WIRE DUCT 40X40 1600MM,A1501,A0000N,Unknown,3
ASM4022_716_91141-LF,MDPC1 MK2 AIR DIVIDER MONO,HZKH,A0000N,Unknown,3
ASM4022_716_91221-LF,MDPC1 MK2 COVER 5 WELD ASSY,B1902,A0000N,Unknown,3
ASM4022_716_91301-LF,MDPC1 MK2 TOP CONN PLT S-ASSY,EZKE,A0000N,Unknown,3
ASM4022_716_91591-LF,MDPC1 MK2 CUSTM RITTAL PLATE 1,I1502,A0000N,Unknown,3
ASM4022_716_92021-P,MDPC1 MK2 Q1 HANDLE,F1802,A0000N,Unknown,3
ASM4022_716_92081-LF,WIRE DUCT 60X25 675MM,E0402,A0000N,Unknown,3
ASM4022_716_92091-LF,WIRE DUCT 40X25 650MM,E0403,A0000N,Unknown,3
ASM4022_721_15341-LF,ASSR5 REAR PLT WLD ASSY,H0402,A0000N,Unknown,4
ASM4022_721_15361-LF,ASSR5 FNT PLT ASSY,G0402,A0000N,Unknown,4
ASM4022_722_05511-LF,WIRE DUCT 60X60 1000MM,E0402,A0000N,Unknown,3
ASM4022_722_20101-LF,RITTAL CABINET 800X1000X1800,EZKE,A0000N,Unknown,3
ASMLOAD_677_10942-LF,UPS BATTERY PACK 72V 9AH (LOAD,HZKH,A0000N,Unknown,11
BEI00023651,HEELGROUNDER MALE,K1103,B0000N,Unknown,0
BEI0006524,ETIKET LEUCHTGELB   76 X 76,K1102,B0000N,Unknown,0
BEI0006857,ANTISTATIC AIR CUSHION FOIL,I1903,B0000N,Unknown,0
BEI0006874,BOX CARDBRD 229X154X61 WH,J0904,B0000N,Unknown,0
BEI0007595-LF,ESD GLOVE COPPER WIRE SIZE M,K0302,"A0000N, B0000N",Unknown,0
BEI0008235-LF,ESD SHIELDED BAG 305X457,HZKH,A0000N,Unknown,0
BEI0008605,BUBBLE SHEET 0.3M FINE GRADE,K2103,B0000N,Unknown,0
BEI0012975-LF,BOX 521X394X64MM,J1704,B0000N,Unknown,0
BEI0012976-LF,AM-BOX GLUED 485X305X145,LZKL,"A0000N, B0000N",Unknown,0
BEI0012997-LF,AM-BOX GLUED 220X180X120,LZKL,A0000N,Unknown,0
BEI0012999-LF,A_BOX 300X220X75,LZKL,A0000N,Unknown,0
BEI0013000-LF,AM-BOX GLUED  485X305X290,LZKL,A0000N,Unknown,0
BEI0015813-LF,AM-BOX GLUED 485X305X435,LZKL,B0000N,Unknown,0
BEI0020659-LF,TAPE  PP SELF ADH 0.056X50 TRP,K0702,B0000N,Unknown,0
BEI0020662-LF,PLATE 950X1150,LZKL,B0000N,Unknown,0
BEI0020673-LF,STRETCH FOIL PE 500MM,LZKL,B0000N,Unknown,0
BEI0020684-LF,AM-BOX GLUED,LZKL,B0000N,Unknown,0
BEI0021200,ETIKET  LEUCHT ROT  76 X 76,K1103,B0000N,Unknown,0
BEI0021520,ADH.ENTRANCE MAT18INX45IN 30SH,LZKL,B0000N,Unknown,0
BEI0021525,PAPER CLEANROOM A4 WHITE,K1202,B0000N,Unknown,0
BEI0021531,GLOVE AMBI SIZE L  BLUE,LZKL,B0000N,Unknown,0
BEI0021532,GLOVE AMBI SIZE M  BLUE,LZKL,B0000N,Unknown,0
BEI0021533,GLOVE AMBI SIZE S  BLUE,LZKL,B0000N,Unknown,0
BEI0022202-LF,CREASED PLATE,J1204,A0000N,Unknown,0
BEI0022625-LF,CONTEC ESD WIPES 9X9,K0903,A0000N,Unknown,0
BEI0023126,ESD DISPOSABLE HEELSTRAP,J0103,B0000N,Unknown,0
BEI0023394-LF,LABEL MATTE 102X152,K1102,B0000N,Unknown,0
BEI0023418,TX1039   70%  IPA 9X9,LZKL,B0000N,Unknown,0
BEI0025228-LF,ANTI STAT RUBBER BAND 6X100MM,K1203,"A0000N, B0000N",Unknown,0
BEI0025330-LF,ESD BAG (457X457MM),F0706,B0000N,Unknown,0
BEI0025354,CORRUGATED CARD-BOARD BOX 860X,EZKE,A0000N,Unknown,0
BEI0025399,CLEANROOM PAPER  A3 WHITE,K1102,B0000N,Unknown,0
BEI0026366,SHIELDED BAG 254X660MM,HZKH,A0000N,Unknown,0
BEI0027368,PINK LDPE TUBE FOIL CR 700MMX2,LZKL,A0000N,Unknown,0
BEI0027672,"ESD FOLIE 1200MMX0,04MMX500M",LZKL,B0000N,Unknown,0
BEI0027761-LF,FOAM DISIPATIVE PINK 400X300X2,H1905,B0000N,Unknown,0
BEI0027763-LF,BOX CARDBOARD 320X320X65MM BRE,D1806,A0000N,Unknown,0
BEI0027764-LF,FOAM ANTISTATIC PINK 315X315X2,EZKE,A0000N,Unknown,0
BEI0027765-LF,BOX SAFESHIELD 330X180X70MM PI,LZKL,B0000N,Unknown,0
BEI0027780-LF,BOX SAFESHIELD 200X140X55MM WI,LZKL,B0000N,Unknown,0
BEI0027781-LF,BAG HIGHSHIELD 152X203MM,K0802,A0000N,Unknown,0
BEI0028027,"SAFESHIELD DOOS,150X70X45MM WI",LZKL,B0000N,Unknown,0
BEI0028970,BOX SAFESHIELD 30X30X10CM WITH,LZKL,B0000N,Unknown,0
BEI0028971,ESD WIPES 230X230MM,K0803,A0000N,Unknown,0
BEI0028972,CARDBOARD BOX 60X60X30CM,LZKL,B0000N,Unknown,0
BEI0031246,CORRUGATED SHEET 300X2500X0 BK,LZKL,A0000N,Unknown,16
BEI0031649,AM-BOX GLUED,LZKL,B0000N,Unknown,0
BEI0036252,CONDUCTIVE BUBBLE WRAP,K1903,B0000N,Unknown,0
BEI0038726,SALT TABLETS NACL 25KG,LZKL,B0000N,Unknown,0
BEI0042028,DRI-SHIELD 3000  10 X 20 INCH,F0104,B0000N,Unknown,0
BEI0042029,DRI-SHIELD 3000  16 X 18 INCH,F0104,B0000N,Unknown,0
BEI0042652,"ASTUBE FOIL 1000*250M*0,15",LZKL,B0000N,Unknown,0
BEI0053999,CASE ESD SAFE WITH 2 HANDLES A,K0203,B0000N,Unknown,0
BEI0054076,PACKAGING FOR LPM,EZKE,A0000N,Unknown,18
BEI0054325,DOCUMENT POUCH,LZKL,B0000N,Unknown,0
BEI0054416,TEST PROBE - GKS-050 291 050 A,K0103,B0000N,Unknown,0
BEI0054417,TEST PROBE - GKS-075 291 064 A,K0103,B0000N,Unknown,0
BEI0054418,TEST PROBE - GKS-100 291 090 A,K0103,B0000N,Unknown,0
BEI0054419,SWITCH PROBE - SKS-215 002 180,K0103,B0000N,Unknown,0
BEI0054420,SPRING PLUNGER GN 614.5-10-KD,K0003,B0000N,Unknown,0
BEI0054421,STOPPER BOLTS - HEX SOCKET HEA,K0003,B0000N,Unknown,0
BEI0054429,GLOVES BOX (100PCS) NITRILE PO,F0403,B0000N,Unknown,0
BEI0054430,GLOVES BOX (100PCS) NITRILE PO,F0304,B0000N,Unknown,0
BEI0054431,GLOVES BOX (100PCS) NITRILE PO,F0204,B0000N,Unknown,0
BEI0054703,LABEL - 57X51MM - THERMO TOP -,J0003,B0000N,Unknown,0
BEI0055992,SOLDER CHUNKS SAC305 20KG,B1902,A0000N,Unknown,0
BEI0055993,SOLDER BARS SN63PB37 25KG,B1902,A0000N,Unknown,0
BEI0056559,UV LAMP VLR 2,K1103,B0000N,Unknown,0
BEI0056959,"LYRECO ELASTIEKEN, 1,5 X 90 MM",J0003,B0000N,Unknown,0
BEI0057213,SAQB PACK,HZKH,A0000N,Unknown,1
BEI0057524,FILTER MAT PSB/2HY/AQUBE FILTE,J0702,B0000N,Unknown,0
BEI0059099,POLYPROPYLENE FILTER CARTRIDGE,K1103,"A0000N, B0000N",Unknown,0
BEI0059102,POLYPROPYLENE FELT FILTER BAG,,,Unknown,0
BEI0060094,ADAPTER ASM O 10CC BL 1.8M,K0003,B0000N,Unknown,0
BEI0060095,ADAPTER ASM O 30/55CC BL 1.8M,K0003,B0000N,Unknown,0
BEI0060096,ADAPTER ASM O 3CC BL W/FILTER,K0003,B0000N,Unknown,0
BEI0060773,ESD-SAFE ECOSTAT TABLE MAT ROY,LZKL,B0000N,Unknown,0
BEI0060831,MSL LABELS,K0003,B0000N,Unknown,0
BEI0060832,DRY LABELS,K0103,B0000N,Unknown,0
BEI0060881,WRISTBAND COILCORD BLUE10 MM S,K0203,B0000N,Unknown,0
BEI0060917,NUT M18X1 3S AL,K0103,B0000N,Unknown,0
BEI0060948,ESD WHITE POST IT,K0003,B0000N,Unknown,0
COL6000_107_00137,USB CABLE,EZKE,A0000N,Unknown,0
COL6023_243_00072,A-COVER,G1704,A0000N,Unknown,0
COL6023_243_00082,B-COVER,G1804,A0000N,Unknown,0
COL6023_246_00017,TRANSMITTER PCBA,E1203,A0000N,Unknown,0
COL6023_246_00044,CHARGER PCBA,E1403,A0000N,Unknown,3
COL6023_247_00002,TRAY CHARGER,G2004,"A0000N, B0000N",Unknown,2
COL6023_247_00003,MASTER CARDBOX,G2104,"A0000N, B0000N",Unknown,2
COL6023_247_00004,TRAY TRANSMITTER,G1904,A0000N,Unknown,0
KDN6000_107_00063,POWER SUPPLY MEP200A24J,F0103,A0000N,Unknown,2
KDN6028_107_00011,MOTION CORE,D0404,A0000N,Unknown,3
KDN6028_108_00022,MCS PRYOR CUSTOM MOUNT POLE-RA,D0003,A0000N,Unknown,2
KDN6028_240_00132,MCS DISPLAY ASSY,D0004,A0000N,Unknown,2
KDN6028_240_12701,ESD ZIPBAG 400X500MM,D0303,A0000N,Unknown,0
KDN6028_243_00013,MCS REAR CASE,EZKE,A0000N,Unknown,2
KDN6028_243_00063,MCS BATTERY DOOR,D0104,A0000N,Unknown,2
KDN6028_244_00121,POWER CORD EU,F0303,A0000N,Unknown,2
KDN6028_244_00131,POWER CORD US,F0203,A0000N,Unknown,2
KDN6028_244_10311,DISTAL CABLE ALDEN,HZKH,A0000N,Unknown,0
KDN6028_246_00225,MCS CONTROLLER MAIN UNIT GEN1,E1403,A0000N,Unknown,2
KDN6028_246_00623,MCS CONTROLLER SOCKET UNIT,E1103,A0000N,Unknown,2
KDN6028_247_00021,MCS IFU,F0103,A0000N,Unknown,0
KDN6028_247_00042,MCS CONTROLLER BOX,EZKE,A0000N,Unknown,2
KDN6028_247_00052,MCS FOAM INLAY TOP,EZKE,A0000N,Unknown,2
KDN6028_247_00062,MCS FOAM INLAY BOTTOM,EZKE,A0000N,Unknown,2
KDN6028_247_00072,MCS CABLES BOX,EZKE,A0000N,Unknown,2
KDN6028_247_00082,MCS SHIPMENT BOX,EZKE,A0000N,Unknown,2
KDN6028_247_10201,TRANSPORT PACKAGING MCS SHAFT,EZKE,A0000N,Unknown,0
KDN6028_247_10202,TRANSPORT PACKAGING MCS SHAFT,EZKE,A0000N,Unknown,0
KID7002_240_00172,CABIN HOUSING CASE ASSY (LEGAC,E0104,A0000N,Unknown,0
LXD-ASY-000002_01,EOL TEST CONSUMABLES,LZKL,"A0000N, B0000N",Unknown,0
LXD-MNL-000003_07,VELO INST. MANUAL,LZKL,A0000N,Unknown,10
LXD-OTS-000175,POWER SUPPLY (PSU) TDK 250W,EZKE,A0000N,Unknown,1
LXD-OTS-000175_01,TDK 250W AC-DC 24V SMPS,EZKE,A0000N,Unknown,0
LXD-PRT-000002_02,"BOTTOM COVER, PANEL MOUNT",EZKE,A0000N,Unknown,0
LXD-PRT-000004_02,TOP COVER,EZKE,A0000N,Unknown,0
LXD-PRT-000078_10,LED SCREEN,HZKH,A0000N,Unknown,1
LXD01600-1077_A,PACKING FOAM SET,EZKE,A0000N,Unknown,0
LXD01600-2193_F,LID COVER,EZKE,A0000N,Unknown,0
LXD01600-2274_F,"OUTER COVER, PANEL MOUNT",EZKE,A0000N,Unknown,0
LXD01600-2340_C,BETA CHASSIS PLATE ASSY,EZKE,A0000N,Unknown,0
LXD01600-2349_D-C,TOP COVER,HZKH,A0000N,Unknown,0
LXD01600-2359_C-C,"BOTTOM COVER, PANEL MOUNT",HZKH,A0000N,Unknown,0
LXD01600-3164_D-C,LED SCREEN YES OPTOELECTONICS,HZKH,A0000N,Unknown,0
LXD01600-3337,POWER SUPPLY (PSU),E0805,A0000N,Unknown,0
LXD01600-3342,STANDARD AMERICAN FOLDING BOX,EZKE,A0000N,Unknown,0
LXD01600-3343,STANDARD CABLE BOX 220X176X60M,E1504,A0000N,Unknown,0
LXD6031_243_00011,QC NEGATIVE TEST SWABS,LZKL,A0000N,Unknown,0
SMS0069_243_00092-LF,CAMERA HOUSING TOP,HZKH,A0000N,Unknown,64
SMS0069_243_00151-LF,BOTTOM CAMERA HOUSING NO LG,HZKH,A0000N,Unknown,64
SMS0069_246_00035-LF,SDT PROCESSOR BOARD UNIT,H1702,A0000N,Unknown,52
SMS0069_246_00074-LF,SDT CAMERA BOARD 1 UNIT,H1802,A0000N,Unknown,52
SMS0069_246_00174-LF,SDT CAMERA BOARD 2 AND 3 UNIT,H1602,A0000N,Unknown,27
SMS0069_247_00011-LF,SIEMENS SHIPMENT BOX,LZKL,A0000N,Unknown,60
SMS0069_247_00021-LF,SIEMENS SHIPMENT BOX INLAY,LZKL,A0000N,Unknown,60
SMS0069_247_00031,PRODUCT BOX INLAY,J1604,A0000N,Unknown,57
SMS4022_107_00784-LF,CAT5E CABLE,HZKH,A0000N,Unknown,49
THL0822_011_59014-LF,SLEEVE SHRINKABLE 9.5MM,K1703,A0000N,Unknown,0
THL3522_346_03345,HEATSINK,LZKL,A0000N,Unknown,1
THL3522_346_80352-LF,COOL-PLATE,D0203,A0000N,Unknown,0
THL3522_348_05927A,TRX6_BASE,D0002,A0000N,Unknown,0
THL3522_348_05929A,TRX6_BASE,D0003,A0000N,Unknown,36
THL3522_348_05934A,TRX6_COVER,LZKL,A0000N,Unknown,0
THL3522_348_05937A,EXCO TRX6_COVER,LZKL,A0000N,Unknown,43
THL3522_348_05974A,EPC COVER,G0604,A0000N,Unknown,1
THL3522_359_03073,COOLER CCT PTH,,,Unknown,0
THL3522_359_03093,CONNECTOR-55P10P-MIRAD CCT PTH,,,Unknown,0
THL901100000202,LPM BASE PLATE,D0102,A0000N,Unknown,15
THL91902958-LF,1310NM SFF GIGAB ETH OPT TRANS,E1602,A0000N,Unknown,0
THL91957807-LF,DC-DC CONV 1-OUT 24V 4A 105W,D0503,A0000N,Unknown,0
THL91957838-LF,DC-DC CONV 1 OUT 48V 2A 105W,D0302,A0000N,Unknown,0
THL92139504-LF,SUBMINIATURE CYLINDRICAL CONNE,D0402,A0000N,Unknown,0
THL92234293,"QUARTER BRICK CONVERTER, INPUT",D0202,A0000N,Unknown,2
THL9556_822_49453,RS232-A PTH,E0802,A0000N,Unknown,0
