SKU,Description,Location Fixed,Location Inventory,Warehouse Fixed,Nr of Picks,Nr of Picks Total Window,Quantity,Std Unit Cost,Extended Std Cost,Demand 180 Days,Actual Locations,Number of Registered Locations,Has Bulk Location,Registered Actual Location Count,Registered Location Types,Has Ground Level,Has Hand Pick,Has Highest Level
BEI0012997-LF,AM-BOX GLUED 220X180X120,LZKL,LZKL,A0000N,0,0,725.0,0.532,385.7,0.0,LZKL,1,True,1,,False,False,False
BEI0012999-LF,A_BOX 300X220X75,LZKL,LZKL,A0000N,0,0,4007.0,0.459,1839.2199999999998,3257.0,LZKL,1,True,1,,False,False,False
BEI0013000-LF,AM-BOX GLUED  485X305X290,LZKL,LZKL,A0000N,0,0,154.0,1.776,273.5,0.0,LZKL,1,True,1,,False,False,False
BEI0015813-LF,AM-BOX GLUED 485X305X435,LZKL,LZKL,B0000N,0,0,247.0,1.781,439.91,0.0,LZKL,1,True,1,,False,False,False
BEI0020659-LF,TAPE  PP SELF ADH 0.056X50 TRP,K0702,K0702,B0000N,0,0,822.0,1.89,1553.58,0.0,K0702,1,False,1,Pallet,False,True,False
BEI0020662-LF,PLATE 950X1150,LZKL,LZKL,B0000N,0,0,153.0,0.847,129.59,0.0,LZKL,1,True,1,,False,False,False
BEI0020673-LF,STRETCH FOIL PE 500MM,LZKL,LZKL,B0000N,0,0,66.0,12.49,824.34,0.0,LZKL,1,True,1,,False,False,False
BEI0020684-LF,AM-BOX GLUED,LZKL,LZKL,B0000N,0,0,101.0,3.476,351.08,0.0,LZKL,1,True,1,,False,False,False
BEI0021200,ETIKET  LEUCHT ROT  76 X 76,K1103,K1103,B0000N,0,0,10200.0,0.0264,269.28,0.0,K1103,1,False,1,Pallet,False,False,False
BEI0021520,ADH.ENTRANCE MAT18INX45IN 30SH,LZKL,LZKL,B0000N,0,0,1600.0,0.454,726.4,0.0,LZKL,1,True,1,,False,False,False
BEI0021525,PAPER CLEANROOM A4 WHITE,K1202,K1202,B0000N,0,0,16950.0,0.0696,1179.72,0.0,K1202A,1,False,1,Legbord,False,False,False
BEI0021531,GLOVE AMBI SIZE L  BLUE,LZKL,LZKL,B0000N,0,0,15700.0,0.2648,4157.52,0.0,LZKL,1,True,1,,False,False,False
BEI0021532,GLOVE AMBI SIZE M  BLUE,LZKL,LZKL,B0000N,0,0,9500.0,0.2648,2515.69,0.0,LZKL,1,True,1,,False,False,False
BEI0021533,GLOVE AMBI SIZE S  BLUE,LZKL,LZKL,B0000N,0,0,16800.0,0.2648,4448.64,0.0,LZKL,1,True,1,,False,False,False
BEI0022202-LF,CREASED PLATE,J1204,J1204,A0000N,0,0,538.0,0.323,173.77,0.0,J1204,1,False,1,Pallet,False,False,False
BEI0022625-LF,CONTEC ESD WIPES 9X9,K0903,K0903,A0000N,0,0,24.0,56.8,1363.2,0.0,K0903,1,False,1,Pallet,False,False,False
BEI0023126,ESD DISPOSABLE HEELSTRAP,J0103,J0103,B0000N,0,0,400.0,0.2159,86.36,0.0,J0103,1,False,1,Pallet,False,False,False
BEI0023394-LF,LABEL MATTE 102X152,K1102,K1102,B0000N,0,0,10925.0,0.0433,472.94,0.0,K1102A,1,False,1,Legbord,False,False,False
BEI0023418,TX1039   70%  IPA 9X9,LZKL,LZKL,B0000N,0,0,3180.0,0.3764,1197.08,0.0,LZKL,1,True,1,,False,False,False
BEI0025228-LF,ANTI STAT RUBBER BAND 6X100MM,K1203,K1203,"A0000N, B0000N",0,0,1.0,150.95,150.95,0.0,K1203,1,False,1,Pallet,False,False,False
BEI0025330-LF,ESD BAG (457X457MM),F0706,F0706,B0000N,0,0,1450.0,0.7665,1111.43,0.0,F0706,1,False,1,Pallet,False,False,False
BEI0025354,CORRUGATED CARD-BOARD BOX 860X,EZKE,,A0000N,0,0,142.0,8.096,1149.63,382.0,EZKE,1,True,1,,False,False,False
BEI0025399,CLEANROOM PAPER  A3 WHITE,K1102,K1102,B0000N,0,0,2000.0,0.2308,461.64,0.0,K1102A,1,False,1,Legbord,False,False,False
BEI0026366,SHIELDED BAG 254X660MM,HZKH,HZKH,A0000N,0,0,9200.0,0.3863,3553.96,459.0,HZKH,1,True,1,,False,False,False
BEI0027368,PINK LDPE TUBE FOIL CR 700MMX2,LZKL,LZKL,A0000N,0,0,1207.0,1.3663,1649.33,2273.0,LZKL,1,True,1,,False,False,False
BEI0027672,"ESD FOLIE 1200MMX0,04MMX500M",LZKL,LZKL,B0000N,0,0,2000.0,0.2935,587.0,0.0,LZKL,1,True,1,,False,False,False
BEI0027761-LF,FOAM DISIPATIVE PINK 400X300X2,H1905,H1905,B0000N,0,0,160.0,1.35,216.0,0.0,H1905,1,False,1,Pallet,False,False,True
BEI0027763-LF,BOX CARDBOARD 320X320X65MM BRE,D1806,D1806,A0000N,0,0,500.0,0.66,330.0,0.0,D1806,1,False,1,Pallet,False,False,True
BEI0027764-LF,FOAM ANTISTATIC PINK 315X315X2,EZKE,EZKE,A0000N,0,0,2010.0,0.9,1809.0,0.0,EZKE,1,True,1,,False,False,False
BEI0027765-LF,BOX SAFESHIELD 330X180X70MM PI,LZKL,LZKL,B0000N,0,0,20.0,7.95,159.0,0.0,LZKL,1,True,1,,False,False,False
BEI0027780-LF,BOX SAFESHIELD 200X140X55MM WI,LZKL,,B0000N,0,0,557.0,2.25,1253.25,0.0,LZKL,1,True,1,,False,False,False
BEI0027781-LF,BAG HIGHSHIELD 152X203MM,K0802,K0802,A0000N,0,0,2664.0,0.07,186.48,2.0,K0802A,1,False,1,Legbord,False,False,False
BEI0028027,"SAFESHIELD DOOS,150X70X45MM WI",LZKL,,B0000N,0,0,1157.0,2.2,2545.4,0.0,LZKL,1,True,1,,False,False,False
BEI0028970,BOX SAFESHIELD 30X30X10CM WITH,LZKL,,B0000N,0,0,119.0,9.25,1100.75,0.0,LZKL,1,True,1,,False,False,False
BEI0028971,ESD WIPES 230X230MM,K0803,K0803,A0000N,0,0,1200.0,0.6508,780.96,0.0,K0803,1,False,1,Pallet,False,False,False
BEI0028972,CARDBOARD BOX 60X60X30CM,LZKL,LZKL,B0000N,0,0,40.0,3.55,142.0,0.0,LZKL,1,True,1,,False,False,False
BEI0031246,CORRUGATED SHEET 300X2500X0 BK,LZKL,LZKL,A0000N,16,16,368.0,1.41,518.88,96.0,LZKL,1,True,1,,False,False,False
BEI0031649,AM-BOX GLUED,LZKL,LZKL,B0000N,0,0,350.0,0.514,179.9,0.0,LZKL,1,True,1,,False,False,False
BEI0036252,CONDUCTIVE BUBBLE WRAP,K1903,K1903,B0000N,0,0,5.0,152.64,763.2,0.0,K1903,1,False,1,Pallet,False,False,False
BEI0038726,SALT TABLETS NACL 25KG,LZKL,LZKL,B0000N,0,0,2.0,25.2,50.4,0.0,LZKL,1,True,1,,False,False,False
BEI0042028,DRI-SHIELD 3000  10 X 20 INCH,F0104,F0104,B0000N,0,0,200.0,1.0384,207.68,0.0,F0104,1,False,1,Legbord,False,False,False
BEI0042029,DRI-SHIELD 3000  16 X 18 INCH,F0104,F0104,B0000N,0,0,500.0,1.3,650.0,0.0,F0104,1,False,1,Legbord,False,False,False
BEI0042652,"ASTUBE FOIL 1000*250M*0,15",LZKL,LZKL,B0000N,0,0,250.0,1.6836,420.89,0.0,LZKL,1,True,1,,False,False,False
BEI0053999,CASE ESD SAFE WITH 2 HANDLES A,K0203,K0203,B0000N,0,0,24.0,9.85,236.4,0.0,K0203,1,False,1,Pallet,False,False,False
BEI0054076,PACKAGING FOR LPM,EZKE,EZKE,A0000N,18,18,14.0,687.0,9618.0,51.0,EZKE,1,True,1,,False,False,False
BEI0054325,DOCUMENT POUCH,LZKL,LZKL,B0000N,0,0,9000.0,0.0897,807.3,0.0,LZKL,1,True,1,,False,False,False
BEI0054416,TEST PROBE - GKS-050 291 050 A,K0103,K0103,B0000N,0,0,2.0,3.57,7.14,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0054417,TEST PROBE - GKS-075 291 064 A,K0103,K0103,B0000N,0,0,2.0,3.22,6.44,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0054418,TEST PROBE - GKS-100 291 090 A,K0103,K0103,B0000N,0,0,2.0,2.86,5.72,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0054419,SWITCH PROBE - SKS-215 002 180,K0103,K0103,B0000N,0,0,2.0,9.9,19.8,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0054420,SPRING PLUNGER GN 614.5-10-KD,K0003,K0003,B0000N,0,0,4.0,2.49,9.96,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0054421,STOPPER BOLTS - HEX SOCKET HEA,K0003,K0003,B0000N,0,0,4.0,3.3,13.2,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0054429,GLOVES BOX (100PCS) NITRILE PO,F0403,F0403,B0000N,0,0,2900.0,0.0795,230.55,0.0,F0403,1,False,1,Legbord,False,False,False
BEI0054430,GLOVES BOX (100PCS) NITRILE PO,F0304,F0304,B0000N,0,0,2900.0,0.0795,230.55,0.0,F0304,1,False,1,Legbord,False,False,False
BEI0054431,GLOVES BOX (100PCS) NITRILE PO,F0204,F0204,B0000N,0,0,6600.0,0.0795,524.7,0.0,F0204,1,False,1,Legbord,False,False,False
BEI0054703,LABEL - 57X51MM - THERMO TOP -,J0003,J0003,B0000N,0,0,29.0,6.85,198.65,0.0,J0003,1,False,1,Pallet,False,False,False
BEI0055992,SOLDER CHUNKS SAC305 20KG,B1902,B1902,A0000N,0,0,1.0,1670.6,1670.6,0.0,B1902,1,False,1,Pallet,False,False,False
BEI0055993,SOLDER BARS SN63PB37 25KG,B1902,B1902,A0000N,0,0,1.0,868.75,868.75,0.0,B1902,1,False,1,Pallet,False,False,False
BEI0056559,UV LAMP VLR 2,K1103,K1103,B0000N,0,0,1.0,343.09,343.09,0.0,K1103,1,False,1,Pallet,False,False,False
BEI0056959,"LYRECO ELASTIEKEN, 1,5 X 90 MM",J0003,J0003,B0000N,0,0,8.0,5.86,46.88,0.0,J0003,1,False,1,Pallet,False,False,False
BEI0057213,SAQB PACK,HZKH,HZKH,A0000N,1,1,10.0,560.0,5600.0,8.0,HZKH,1,True,1,,False,False,False
BEI0057524,FILTER MAT PSB/2HY/AQUBE FILTE,J0702,J0702,B0000N,0,0,3.0,71.27,213.81,0.0,J0702,1,False,1,Legbord,False,True,False
BEI0059099,POLYPROPYLENE FILTER CARTRIDGE,K1103,K1103,"A0000N, B0000N",0,0,8.0,14.0391,112.31,0.0,K1103,1,False,1,Pallet,False,False,False
BEI0059102,POLYPROPYLENE FELT FILTER BAG,,B2003,,0,0,28.0,14.45,404.6,0.0,B2003,1,False,1,Pallet,False,False,False
BEI0060094,ADAPTER ASM O 10CC BL 1.8M,K0003,K0003,B0000N,0,0,3.0,58.62,175.86,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0060095,ADAPTER ASM O 30/55CC BL 1.8M,K0003,K0003,B0000N,0,0,3.0,58.62,175.86,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0060096,ADAPTER ASM O 3CC BL W/FILTER,K0003,K0003,B0000N,0,0,3.0,68.79,206.37,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0060773,ESD-SAFE ECOSTAT TABLE MAT ROY,LZKL,LZKL,B0000N,0,0,6.0,257.6,1545.6,0.0,LZKL,1,True,1,,False,False,False
BEI0060831,MSL LABELS,K0003,K0003,B0000N,0,0,1000.0,0.55,550.0,0.0,K0003,1,False,1,Pallet,False,False,False
BEI0060832,DRY LABELS,K0103,K0103,B0000N,0,0,1000.0,0.55,550.0,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0060881,WRISTBAND COILCORD BLUE10 MM S,K0203,K0203,B0000N,0,0,30.0,5.57,167.10000000000002,0.0,K0203,1,False,1,Pallet,False,False,False
BEI0060917,NUT M18X1 3S AL,K0103,K0103,B0000N,0,0,10.0,2.08,20.8,0.0,K0103,1,False,1,Pallet,False,False,False
BEI0060948,ESD WHITE POST IT,K0003,K0003,B0000N,0,0,42.0,11.24,472.08,0.0,K0003,1,False,1,Pallet,False,False,False
COL6000_107_00137,USB CABLE,EZKE,EZKE,A0000N,0,0,5000.0,1.4402,7201.0,0.0,EZKE,1,True,1,,False,False,False
COL6023_243_00072,A-COVER,G1704,G1704,A0000N,0,0,10531.0,0.4038,4252.42,0.0,G1704,1,False,1,Pallet,False,False,False
COL6023_243_00082,B-COVER,G1804,G1804,A0000N,0,0,13469.0,0.3744,5042.79,0.0,G1804,1,False,1,Pallet,False,False,False
COL6023_246_00017,TRANSMITTER PCBA,E1203,E1203,A0000N,0,0,81.0,21.545,1745.15,0.0,E1203,1,False,1,Legbord,False,True,False
COL6023_246_00044,CHARGER PCBA,E1403,E1403,A0000N,3,3,861.0,7.2427,6235.97,0.0,E1403,1,False,1,Legbord,False,True,False
COL6023_247_00002,TRAY CHARGER,G2004,HZKH,"A0000N, B0000N",2,2,405.0,1.93,781.65,0.0,G2004,1,False,1,Pallet,False,False,False
COL6023_247_00003,MASTER CARDBOX,G2104,HZKH,"A0000N, B0000N",2,2,252.0,4.25,1072.38,0.0,G2104,1,False,1,Pallet,False,False,False
COL6023_247_00004,TRAY TRANSMITTER,G1904,G1904,A0000N,0,0,621.0,2.97,1845.1100000000001,0.0,G1904,1,False,1,Pallet,False,False,False
KDN6000_107_00063,POWER SUPPLY MEP200A24J,F0103,F0103,A0000N,2,2,45.0,65.0,2925.0,33.0,F0103,1,False,1,Legbord,False,False,False
KDN6028_107_00011,MOTION CORE,D0404,D0404,A0000N,3,3,7.0,326.1389,2282.97,147.0,D0404,1,False,1,Legbord,False,False,False
KDN6028_108_00022,MCS PRYOR CUSTOM MOUNT POLE-RA,D0003,D0003,A0000N,2,2,79.0,70.84,5596.36,33.0,D0003,1,False,1,Legbord,False,True,False
KDN6028_240_00132,MCS DISPLAY ASSY,D0004,D0004,A0000N,2,2,41.0,1100.0,45100.0,33.0,D0004,1,False,1,Legbord,False,False,False
KDN6028_240_12701,ESD ZIPBAG 400X500MM,D0303,D0303,A0000N,0,0,1010.0,1.07,1080.7,910.0,D0303,1,False,1,Legbord,False,True,False
KDN6028_243_00013,MCS REAR CASE,EZKE,EZKE,A0000N,2,2,101.0,41.99,4240.99,33.0,EZKE,1,True,1,,False,False,False
KDN6028_243_00063,MCS BATTERY DOOR,D0104,D0104,A0000N,2,2,46.0,21.62,994.52,33.0,D0104,1,False,1,Legbord,False,False,False
KDN6028_244_00121,POWER CORD EU,F0303,F0303,A0000N,2,2,39.0,6.9723,271.92,33.0,F0303,1,False,1,Legbord,False,False,False
KDN6028_244_00131,POWER CORD US,F0203,F0203,A0000N,2,2,39.0,10.5054,409.71,33.0,F0203,1,False,1,Legbord,False,False,False
KDN6028_244_10311,DISTAL CABLE ALDEN,HZKH,HZKH,A0000N,0,0,436.0,37.5005,16350.240000000002,455.0,HZKH,1,True,1,,False,False,False
KDN6028_246_00225,MCS CONTROLLER MAIN UNIT GEN1,E1403,E1403,A0000N,2,2,34.0,1255.5108,42687.369999999995,91.0,E1403,1,False,1,Legbord,False,True,False
KDN6028_246_00623,MCS CONTROLLER SOCKET UNIT,E1103,E1103,A0000N,2,2,52.0,60.808,3162.01,113.0,E1103,1,False,1,Legbord,False,True,False
KDN6028_247_00021,MCS IFU,F0103,F0103,A0000N,0,0,7.0,0.0001,0.0,0.0,F0103,1,False,1,Legbord,False,False,False
KDN6028_247_00042,MCS CONTROLLER BOX,EZKE,EZKE,A0000N,2,2,667.0,5.1,3401.7,33.0,EZKE,1,True,1,,False,False,False
KDN6028_247_00052,MCS FOAM INLAY TOP,EZKE,EZKE,A0000N,2,2,67.0,14.0,938.0,33.0,EZKE,1,True,1,,False,False,False
KDN6028_247_00062,MCS FOAM INLAY BOTTOM,EZKE,EZKE,A0000N,2,2,72.0,73.5,5292.0,33.0,EZKE,1,True,1,,False,False,False
KDN6028_247_00072,MCS CABLES BOX,EZKE,EZKE,A0000N,2,2,68.0,5.9,401.2,33.0,EZKE,1,True,1,,False,False,False
KDN6028_247_00082,MCS SHIPMENT BOX,EZKE,EZKE,A0000N,2,2,81.0,10.75,870.75,33.0,EZKE,1,True,1,,False,False,False
KDN6028_247_10201,TRANSPORT PACKAGING MCS SHAFT,EZKE,EZKE,A0000N,0,0,242.0,0.0001,0.02,0.0,EZKE,1,True,1,,False,False,False
KDN6028_247_10202,TRANSPORT PACKAGING MCS SHAFT,EZKE,EZKE,A0000N,0,0,443.0,23.65,10476.95,455.0,EZKE,1,True,1,,False,False,False
KID7002_240_00172,CABIN HOUSING CASE ASSY (LEGAC,E0104,E0104,A0000N,0,0,11.0,88.04,968.44,0.0,E0104,1,False,1,Legbord,False,False,False
LXD-ASY-000002_01,EOL TEST CONSUMABLES,LZKL,LZKL,"A0000N, B0000N",0,0,500.0,0.0001,0.05,2878.0,LZKL,1,True,1,,False,False,False
LXD-MNL-000003_07,VELO INST. MANUAL,LZKL,LZKL,A0000N,10,10,120.0,3.925,471.0,607.0,LZKL,1,True,1,,False,False,False
LXD-OTS-000175,POWER SUPPLY (PSU) TDK 250W,EZKE,EZKE,A0000N,1,1,40.0,153.73,6149.2,40.0,EZKE,1,True,1,,False,False,False
LXD-OTS-000175_01,TDK 250W AC-DC 24V SMPS,EZKE,EZKE,A0000N,0,0,185.0,109.55,20266.75,690.0,EZKE,1,True,1,,False,False,False
LXD-PRT-000002_02,"BOTTOM COVER, PANEL MOUNT",EZKE,EZKE,A0000N,0,0,90.0,282.0243,25382.19,585.0,EZKE,1,True,1,,False,False,False
LXD-PRT-000004_02,TOP COVER,EZKE,EZKE,A0000N,0,0,90.0,374.2747,33684.72,585.0,EZKE,1,True,1,,False,False,False
LXD-PRT-000078_10,LED SCREEN,HZKH,HZKH,A0000N,1,1,100.0,33.5247,3352.47,40.0,HZKH,1,True,1,,False,False,False
LXD01600-1077_A,PACKING FOAM SET,EZKE,EZKE,A0000N,0,0,225.0,26.7,6007.5,695.0,EZKE,1,True,1,,False,False,False
LXD01600-2193_F,LID COVER,EZKE,EZKE,A0000N,0,0,80.0,208.0057,16640.45,577.0,EZKE,1,True,1,,False,False,False
LXD01600-2274_F,"OUTER COVER, PANEL MOUNT",EZKE,EZKE,A0000N,0,0,82.0,679.6315,55729.78999999999,578.0,EZKE,1,True,1,,False,False,False
LXD01600-2340_C,BETA CHASSIS PLATE ASSY,EZKE,EZKE,A0000N,0,0,13.0,40.0,520.0,577.0,EZKE,1,True,1,,False,False,False
LXD01600-2349_D-C,TOP COVER,HZKH,HZKH,A0000N,0,0,1.0,0.0001,0.0,0.0,HZKH,1,True,1,,False,False,False
LXD01600-2359_C-C,"BOTTOM COVER, PANEL MOUNT",HZKH,HZKH,A0000N,0,0,4.0,0.0001,0.0,0.0,HZKH,1,True,1,,False,False,False
LXD01600-3164_D-C,LED SCREEN YES OPTOELECTONICS,HZKH,HZKH,A0000N,0,0,247.0,0.0001,0.02,635.0,HZKH,1,True,1,,False,False,False
LXD01600-3337,POWER SUPPLY (PSU),E0805,E0805,A0000N,0,0,1.0,99.8,99.8,0.0,E0805,1,False,1,Legbord,False,False,False
LXD01600-3342,STANDARD AMERICAN FOLDING BOX,EZKE,EZKE,A0000N,0,0,238.0,3.25,773.5,695.0,EZKE,1,True,1,,False,False,False
LXD01600-3343,STANDARD CABLE BOX 220X176X60M,E1504,E1504,A0000N,0,0,277.0,4.25,1177.25,695.0,E1504,1,False,1,Legbord,False,False,False
LXD6031_243_00011,QC NEGATIVE TEST SWABS,LZKL,LZKL,A0000N,0,0,375.0,0.0001,0.04,2725.0,LZKL,1,True,1,,False,False,False
SMS0069_243_00092-LF,CAMERA HOUSING TOP,HZKH,HZKH,A0000N,64,64,1417.0,7.15,10131.55,8788.0,HZKH,1,True,1,,False,False,False
SMS0069_243_00151-LF,BOTTOM CAMERA HOUSING NO LG,HZKH,HZKH,A0000N,64,64,1223.0,16.01,19580.23,8788.0,HZKH,1,True,1,,False,False,False
SMS0069_246_00035-LF,SDT PROCESSOR BOARD UNIT,H1702,H1702,A0000N,52,52,345.0,86.7602,29932.26,2784.0,H1702,1,False,1,Legbord,False,True,False
SMS0069_246_00074-LF,SDT CAMERA BOARD 1 UNIT,H1802,H1802,A0000N,52,52,349.0,33.444,11671.95,2784.0,H1802,1,False,1,Legbord,False,True,False
SMS0069_246_00174-LF,SDT CAMERA BOARD 2 AND 3 UNIT,H1602,H1602,A0000N,27,27,1202.0,37.8728,45523.09,3088.0,H1602,1,False,1,Legbord,False,True,False
SMS0069_247_00011-LF,SIEMENS SHIPMENT BOX,LZKL,LZKL,A0000N,60,60,879.0,0.86,755.94,3756.0,LZKL,1,True,1,,False,False,False
SMS0069_247_00021-LF,SIEMENS SHIPMENT BOX INLAY,LZKL,LZKL,A0000N,60,60,964.0,0.88,848.32,3756.0,LZKL,1,True,1,,False,False,False
SMS0069_247_00031,PRODUCT BOX INLAY,J1604,J1604,A0000N,57,57,1764.0,0.54,952.56,3756.0,J1604,1,False,1,Pallet,False,False,False
SMS4022_107_00784-LF,CAT5E CABLE,HZKH,HZKH,A0000N,49,49,699.0,4.9558,3464.1,5032.0,HZKH,1,True,1,,False,False,False
THL0822_011_59014-LF,SLEEVE SHRINKABLE 9.5MM,K1703,K1703,A0000N,0,0,5000.0,0.0165,82.5,160.0,K1703,1,False,1,Pallet,False,False,False
THL3522_346_03345,HEATSINK,LZKL,LZKL,A0000N,1,1,5.0,439.0,2195.0,5.0,LZKL,1,True,1,,False,False,False
THL3522_346_80352-LF,COOL-PLATE,D0203,,A0000N,0,0,30.0,565.0,16950.0,30.0,D0203,1,False,1,Legbord,False,True,False
THL3522_348_05927A,TRX6_BASE,D0002,,A0000N,0,0,10.0,649.48,6494.8,0.0,D0002,1,False,1,Kaartenbakje,False,True,False
THL3522_348_05929A,TRX6_BASE,D0003,D0003,A0000N,36,36,52.0,650.0,33800.0,420.0,D0003,1,False,1,Legbord,False,True,False
THL3522_348_05934A,TRX6_COVER,LZKL,,A0000N,0,0,23.0,408.35,9392.05,0.0,LZKL,1,True,1,,False,False,False
THL3522_348_05937A,EXCO TRX6_COVER,LZKL,,A0000N,43,43,61.0,538.0,32818.0,420.0,LZKL,1,True,1,,False,False,False
THL3522_348_05974A,EPC COVER,G0604,G0604,A0000N,1,1,9.0,230.0,2070.0,9.0,G0604,1,False,1,Pallet,False,False,False
THL3522_359_03073,COOLER CCT PTH,,A1001,,0,0,6.0,179.6611,1077.97,0.0,A1001,1,False,1,A-stelling,True,True,False
THL3522_359_03093,CONNECTOR-55P10P-MIRAD CCT PTH,,A1001,,0,0,1.0,90.8195,90.82,0.0,A1001,1,False,1,A-stelling,True,True,False
THL901100000202,LPM BASE PLATE,D0102,D0102,A0000N,15,15,15.0,1590.192,23852.88,51.0,D0102,1,False,1,Legbord,False,True,False
THL91902958-LF,1310NM SFF GIGAB ETH OPT TRANS,E1602,,A0000N,0,0,698.0,85.0,59330.0,0.0,E1602,1,False,1,Legbord,False,True,False
THL91957807-LF,DC-DC CONV 1-OUT 24V 4A 105W,D0503,D0503,A0000N,0,0,5.0,217.35,1086.75,0.0,D0503,1,False,1,Legbord,False,True,False
THL91957838-LF,DC-DC CONV 1 OUT 48V 2A 105W,D0302,,A0000N,0,0,155.0,198.0,30690.0,0.0,D0302,1,False,1,Legbord,False,True,False
THL92139504-LF,SUBMINIATURE CYLINDRICAL CONNE,D0402,D0402,A0000N,0,0,25.0,53.5413,1338.53,0.0,D0402,1,False,1,Legbord,False,True,False
THL92234293,"QUARTER BRICK CONVERTER, INPUT",D0202,D0202,A0000N,2,2,900.0,214.868,193381.2,452.0,D0202,1,False,1,Legbord,False,True,False
THL9556_822_49453,RS232-A PTH,E0802,E0802,A0000N,0,0,10.0,52.1444,521.44,0.0,E0802,1,False,1,Legbord,False,True,False
